citing_paper_id,doi,title,year,venue,authors_raw,authors_detail
4dd342a27a2fa65b0b45bc08552caaa4c21dd49a,10.3390/s25227038,DCD-Net: Decoupling-Centric Decomposition Network for Low-Light Image Enhancement,2025,Italian National Conference on Sensors,Wei Wang; Yi Zhu; Mingming Zhang; Chao Xie,"[{""id"": ""2158505639"", ""name"": ""Wei Wang"", ""source"": ""s2""}, {""id"": ""2354603437"", ""name"": ""Yi Zhu"", ""source"": ""s2""}, {""id"": ""2353847483"", ""name"": ""Mingming Zhang"", ""source"": ""s2""}, {""id"": ""2158024018"", ""name"": ""Chao Xie"", ""source"": ""s2""}]"
cea36c0be74a4d74c3f221b4d27b0f9ac2992328,10.36948/ijfmr.2025.v07i05.59348,A Contemporary Survey of Low-Light Image Enhancement: From Sensor Physics to Perceptual Synthesis,2025,International Journal For Multidisciplinary Research,Jigar Dalwadi; Niteen Vaghela; Poonam Sahibani; Vishal M. Patel,"[{""id"": ""2391596532"", ""name"": ""Jigar Dalwadi"", ""source"": ""s2""}, {""id"": ""2391595175"", ""name"": ""Niteen Vaghela"", ""source"": ""s2""}, {""id"": ""2391594909"", ""name"": ""Poonam Sahibani"", ""source"": ""s2""}, {""id"": ""2319851443"", ""name"": ""Vishal M. Patel"", ""source"": ""s2""}]"
976c850636176addd29ee604868ddf657d8c7227,10.48550/arXiv.2510.26001,Larger Hausdorff Dimension in Scanning Pattern Facilitates Mamba-Based Methods in Low-Light Image Enhancement,2025,arXiv.org,Xinhua Wang; Caibo Feng; Xiang Fu; Chunxiao Liu,"[{""id"": ""2387431624"", ""name"": ""Xinhua Wang"", ""source"": ""s2""}, {""id"": ""2365053308"", ""name"": ""Caibo Feng"", ""source"": ""s2""}, {""id"": ""2304147289"", ""name"": ""Xiang Fu"", ""source"": ""s2""}, {""id"": ""2107927047"", ""name"": ""Chunxiao Liu"", ""source"": ""s2""}]"
31e229005bfe8405349137eea3eccf658ff1bc30,10.1109/INISTA68122.2025.11249673,Retinex-Fusion: A Novel Paradigm for Ultra-Low Light Image Enhancement,2025,International Symposium on INnovations in Intelligent SysTems and Applications,Sena Yagmur Sen; Mehmet Turkan; Gazihan Alankus,"[{""id"": ""122478756"", ""name"": ""Sena Yagmur Sen"", ""source"": ""s2""}, {""id"": ""70031922"", ""name"": ""Mehmet Turkan"", ""source"": ""s2""}, {""id"": ""2734839"", ""name"": ""Gazihan Alankus"", ""source"": ""s2""}]"
5e7791b4c2eb34dd54e2535e906c62465599febe,10.1117/12.3069574,Context-based low-light image enhancement via multiscale neural implicit representation,2025,Environmental Remote Sensing,Wenchao Li; Shuyuan Wen; Jinhao Zhu; Qiaofeng Ou; Bangshu Xiong,"[{""id"": ""2265521694"", ""name"": ""Wenchao Li"", ""source"": ""s2""}, {""id"": ""2265494825"", ""name"": ""Shuyuan Wen"", ""source"": ""s2""}, {""id"": ""2265666097"", ""name"": ""Jinhao Zhu"", ""source"": ""s2""}, {""id"": ""2261011"", ""name"": ""Qiaofeng Ou"", ""source"": ""s2""}, {""id"": ""2265489543"", ""name"": ""Bangshu Xiong"", ""source"": ""s2""}]"
f72a3234a3bd0f866d05201ad790945c779dbf11,10.48550/arXiv.2510.23444,FRBNet: Revisiting Low-Light Vision through Frequency-Domain Radial Basis Network,2025,Neural Information Processing Systems,Fangtong Sun; Congyu Li; Ke Yang; Yuchen Pan; Hanwen Yu; Xichuan Zhang; Yiying Li,"[{""id"": ""2350157855"", ""name"": ""Fangtong Sun"", ""source"": ""s2""}, {""id"": ""2281999332"", ""name"": ""Congyu Li"", ""source"": ""s2""}, {""id"": ""2256475188"", ""name"": ""Ke Yang"", ""source"": ""s2""}, {""id"": ""2277575514"", ""name"": ""Yuchen Pan"", ""source"": ""s2""}, {""id"": ""2834956"", ""name"": ""Hanwen Yu"", ""source"": ""s2""}, {""id"": ""2316516219"", ""name"": ""Xichuan Zhang"", ""source"": ""s2""}, {""id"": ""2241488738"", ""name"": ""Yiying Li"", ""source"": ""s2""}]"
c80ca89f1a56a4e9025f7f771e48b332cf9a9f01,10.1145/3746027.3755510,Learning Structural Priors via Laplacian RWKV Diffusion with Light-Effect Dataset for Nighttime Visibility Enhancement,2025,ACM Multimedia,Dirui Xie; Xiaofang Hu; Zihan Wei; Zhengqi Yang; Yanlian Jiang; Yue Zhou,"[{""id"": ""2211254189"", ""name"": ""Dirui Xie"", ""source"": ""s2""}, {""id"": ""2289192561"", ""name"": ""Xiaofang Hu"", ""source"": ""s2""}, {""id"": ""2212099672"", ""name"": ""Zihan Wei"", ""source"": ""s2""}, {""id"": ""72486540"", ""name"": ""Zhengqi Yang"", ""source"": ""s2""}, {""id"": ""2388540423"", ""name"": ""Yanlian Jiang"", ""source"": ""s2""}, {""id"": ""2116451313"", ""name"": ""Yue Zhou"", ""source"": ""s2""}]"
bb40f61e6205e7fcc54a2070e278a85cf0ce9363,10.1145/3746027.3758142,A Novel Perspective on Low-Light Image Enhancement: Leveraging Artifact Regularization and Walsh-Hadamard Transform,2025,ACM Multimedia,Weilin Wu; Shifan Yang; Qizhao Lin; Xinghong Chen; Kunping Yang; Jing Wang; Guannan Chen,"[{""id"": ""2377903351"", ""name"": ""Weilin Wu"", ""source"": ""s2""}, {""id"": ""2389391519"", ""name"": ""Shifan Yang"", ""source"": ""s2""}, {""id"": ""2261867936"", ""name"": ""Qizhao Lin"", ""source"": ""s2""}, {""id"": ""2118654284"", ""name"": ""Xinghong Chen"", ""source"": ""s2""}, {""id"": ""2274753939"", ""name"": ""Kunping Yang"", ""source"": ""s2""}, {""id"": ""40470615"", ""name"": ""Jing Wang"", ""source"": ""s2""}, {""id"": ""2363602708"", ""name"": ""Guannan Chen"", ""source"": ""s2""}]"
f1548da8816919e2626d71a1a22754a3d481274f,10.1109/ICCV51701.2025.00906,RetinexMCNet: A Memory Controller Dominated Network for Low-Light Video Enhancement Based on Retinex,2025,IEEE International Conference on Computer Vision,Mei-Yang Wang; Xuejing Kang; Yaxi Lu; Jie Xu,"[{""id"": ""2304686040"", ""name"": ""Mei-Yang Wang"", ""source"": ""s2""}, {""id"": ""1690834884"", ""name"": ""Xuejing Kang"", ""source"": ""s2""}, {""id"": ""2456527836"", ""name"": ""Yaxi Lu"", ""source"": ""s2""}, {""id"": ""2328804723"", ""name"": ""Jie Xu"", ""source"": ""s2""}]"
319c2d6df5644d8175937574dd0e3a4a23762161,10.1109/ICCV51701.2025.00645,Task-Decoupled Bézier Surface Constraint for Uneven Low-Light Image Enhancement,2025,IEEE International Conference on Computer Vision,Xingxiang Zhou; Xiangdong Su; Haoran Zhang; Wei Chen; Guanglai Gao,"[{""id"": ""2323730117"", ""name"": ""Xingxiang Zhou"", ""source"": ""s2""}, {""id"": ""80644791"", ""name"": ""Xiangdong Su"", ""source"": ""s2""}, {""id"": ""152454078"", ""name"": ""Haoran Zhang"", ""source"": ""s2""}, {""id"": ""2154940576"", ""name"": ""Wei Chen"", ""source"": ""s2""}, {""id"": ""2296714815"", ""name"": ""Guanglai Gao"", ""source"": ""s2""}]"
11ec0fb679d971e79bc813c138bb362d39b47196,10.1109/ICCSNT67644.2025.11291435,Night-time Lightweight Vehicle Detection Algorithm Based on Knowledge Distillation,2025,International Conference on Computer Science and Network Technology,Qiyao Luo; Yongqing Qian,"[{""id"": ""2384402024"", ""name"": ""Qiyao Luo"", ""source"": ""s2""}, {""id"": ""2342101368"", ""name"": ""Yongqing Qian"", ""source"": ""s2""}]"
bea462be12e4ba675441d9e9dc09bc523e5239ac,10.1109/CW68232.2025.00015,Structure-Aware and Implicit Restoration for Low-Light Light Field Image Compression,2025,International Conference on Cyberworlds,Yuan Shi; Jimin Wang; Yiren Chen; Xianyang Wang; Deyang Liu,"[{""id"": ""2400698445"", ""name"": ""Yuan Shi"", ""source"": ""s2""}, {""id"": ""2265361368"", ""name"": ""Jimin Wang"", ""source"": ""s2""}, {""id"": ""2339725758"", ""name"": ""Yiren Chen"", ""source"": ""s2""}, {""id"": ""2327792169"", ""name"": ""Xianyang Wang"", ""source"": ""s2""}, {""id"": ""2267870621"", ""name"": ""Deyang Liu"", ""source"": ""s2""}]"
98d189c98645fd5691f8d03aeab66786d84b71df,10.48550/arXiv.2510.09450,Dynamic Weight-based Temporal Aggregation for Low-light Video Enhancement,2025,International Conference on Information Photonics,Ruirui Lin; Guoxi Huang; N. Anantrasirichai,"[{""id"": ""2283107688"", ""name"": ""Ruirui Lin"", ""source"": ""s2""}, {""id"": ""2311632284"", ""name"": ""Guoxi Huang"", ""source"": ""s2""}, {""id"": ""1756108"", ""name"": ""N. Anantrasirichai"", ""source"": ""s2""}]"
05ba639c0fa98f6b03e61942cae405c79897f9a3,10.1109/TIP.2025.3616639,Rethinking the Low-Light Video Enhancement: Benchmark Datasets and Methods,2025,IEEE Transactions on Image Processing,Jiaxuan Wang; Huiyuan Fu; Wenkai Zheng; Xicong Wang; Xin Wang; Heng Zhang; Huadong Ma,"[{""id"": ""2271359439"", ""name"": ""Jiaxuan Wang"", ""source"": ""s2""}, {""id"": ""2513605"", ""name"": ""Huiyuan Fu"", ""source"": ""s2""}, {""id"": ""2186746235"", ""name"": ""Wenkai Zheng"", ""source"": ""s2""}, {""id"": ""2271362374"", ""name"": ""Xicong Wang"", ""source"": ""s2""}, {""id"": ""2322102717"", ""name"": ""Xin Wang"", ""source"": ""s2""}, {""id"": ""2271866730"", ""name"": ""Heng Zhang"", ""source"": ""s2""}, {""id"": ""2248034542"", ""name"": ""Huadong Ma"", ""source"": ""s2""}]"
a7be2f792b09500979702711bdb231d457e3e4dd,10.1007/s00530-025-01994-0,Ihenet: an illumination invariant hierarchical feature enhancement network for low-light object detection,2025,Multimedia Systems,Nuoya Li; Weiguo Pan; Bingxin Xu; Hongzhe Liu; Songyin Dai; Cheng Xu,"[{""id"": ""2283087675"", ""name"": ""Nuoya Li"", ""source"": ""s2""}, {""id"": ""2307436131"", ""name"": ""Weiguo Pan"", ""source"": ""s2""}, {""id"": ""2283059953"", ""name"": ""Bingxin Xu"", ""source"": ""s2""}, {""id"": ""2283089934"", ""name"": ""Hongzhe Liu"", ""source"": ""s2""}, {""id"": ""2150490850"", ""name"": ""Songyin Dai"", ""source"": ""s2""}, {""id"": ""2348494903"", ""name"": ""Cheng Xu"", ""source"": ""s2""}]"
7218ea6ba075a9735298d537fbe42980b9233d7a,10.1117/12.3077108,Dual-conversion framework for effective low-light image enhancement,2025,International Conference on Advanced Image Processing Technology,X. Cai; Weinan Chen; Tierui Zhang; Jiayuan Cao,"[{""id"": ""2303230460"", ""name"": ""X. Cai"", ""source"": ""s2""}, {""id"": ""2109085614"", ""name"": ""Weinan Chen"", ""source"": ""s2""}, {""id"": ""2357699962"", ""name"": ""Tierui Zhang"", ""source"": ""s2""}, {""id"": ""2240027790"", ""name"": ""Jiayuan Cao"", ""source"": ""s2""}]"
89a44c4e9b94a93f1fe8ca37257cb187057339fc,10.1117/12.3077019,Efficient traffic sign recognition via state space models and illumination-guide attention,2025,International Conference on Advanced Image Processing Technology,Houbo Zhang; Yitang Zuo,"[{""id"": ""2384712435"", ""name"": ""Houbo Zhang"", ""source"": ""s2""}, {""id"": ""2393100989"", ""name"": ""Yitang Zuo"", ""source"": ""s2""}]"
61501862e1b8251c92900767992394fdfecdb1ed,10.1016/j.dsp.2025.105342,Real-time efficient image enhancement in low-light condition with novel supervised deep learning pipeline,2025,Digit. Signal Process.,Yongcan Zhao; Wei Li; Runxin Yang; Yinghao Liu,"[{""id"": ""2297704345"", ""name"": ""Yongcan Zhao"", ""source"": ""s2""}, {""id"": ""2285128159"", ""name"": ""Wei Li"", ""source"": ""s2""}, {""id"": ""2363945261"", ""name"": ""Runxin Yang"", ""source"": ""s2""}, {""id"": ""2343996305"", ""name"": ""Yinghao Liu"", ""source"": ""s2""}]"
cc9cb2e89fd56f62d8b61b0478a4dca1fabc5d6b,10.1109/TCSVT.2025.3562423,Low-Light Image Enhancement Through Learning a Simplified Inverse Rendering Model,2025,IEEE transactions on circuits and systems for video technology (Print),Wenhui Wu; J. Pang; Shuaibo Gao; Pingping Zhang; Zhe Chen; Guoping Qiu,"[{""id"": ""2139644112"", ""name"": ""Wenhui Wu"", ""source"": ""s2""}, {""id"": ""2277670084"", ""name"": ""J. Pang"", ""source"": ""s2""}, {""id"": ""2220864349"", ""name"": ""Shuaibo Gao"", ""source"": ""s2""}, {""id"": ""2154286605"", ""name"": ""Pingping Zhang"", ""source"": ""s2""}, {""id"": ""2144321516"", ""name"": ""Zhe Chen"", ""source"": ""s2""}, {""id"": ""2261750080"", ""name"": ""Guoping Qiu"", ""source"": ""s2""}]"
817b52af80189a230eb90a15e3947fff8fdde4de,10.1007/s44443-025-00270-5,LUXFormer: Low-light image enhancement via joint spatial-frequency illumination modeling,2025,Journal of King Saud University: Computer and Information Sciences,Yiqiang Zhou; Xindan Gao; Jifeng Guo; Guang Li; Lu Wang; Jing Liu,"[{""id"": ""2237957901"", ""name"": ""Yiqiang Zhou"", ""source"": ""s2""}, {""id"": ""2323942678"", ""name"": ""Xindan Gao"", ""source"": ""s2""}, {""id"": ""2349552436"", ""name"": ""Jifeng Guo"", ""source"": ""s2""}, {""id"": ""2342632798"", ""name"": ""Guang Li"", ""source"": ""s2""}, {""id"": ""2265156736"", ""name"": ""Lu Wang"", ""source"": ""s2""}, {""id"": ""2386640187"", ""name"": ""Jing Liu"", ""source"": ""s2""}]"
47a310a67141f583d7252f438c306deef0a7650b,10.1109/CAC67268.2025.11486690,AIE-Net: Adaptive Illumination Estimation for Low-Light Image Enhancement in HVI Color Space,2025,ACM Cloud and Autonomic Computing Conference,Wenhao Yu; Jiangwei Weng; Jun Li,"[{""id"": ""2261366011"", ""name"": ""Wenhao Yu"", ""source"": ""s2""}, {""id"": ""2301455592"", ""name"": ""Jiangwei Weng"", ""source"": ""s2""}, {""id"": ""2330228278"", ""name"": ""Jun Li"", ""source"": ""s2""}]"
ec3777195a59213109b6614866ce753ee5deb986,10.1109/CAC67268.2025.11487061,Towards Real-World Unsupervised Enhancement of Low-Light Light Field Images,2025,ACM Cloud and Autonomic Computing Conference,Shifa Chen; Xingzheng Wang; Guoqiang Gong,"[{""id"": ""2433095905"", ""name"": ""Shifa Chen"", ""source"": ""s2""}, {""id"": ""2289802165"", ""name"": ""Xingzheng Wang"", ""source"": ""s2""}, {""id"": ""2350347193"", ""name"": ""Guoqiang Gong"", ""source"": ""s2""}]"
a0b5d840c7d9e7236d7e298887b8694d6bb0c2da,10.1109/icip55913.2025.11084303,Long-Short Exposure Fusion With Event Data For Low-Light Video Enhancement,2025,International Conference on Information Photonics,Daizong Tian; A. Choudhury; Walt Husak,"[{""id"": ""1452345027"", ""name"": ""Daizong Tian"", ""source"": ""s2""}, {""id"": ""2526476"", ""name"": ""A. Choudhury"", ""source"": ""s2""}, {""id"": ""47236701"", ""name"": ""Walt Husak"", ""source"": ""s2""}]"
e31f466cc29b189d73b31fd75703f577912d0ac9,10.1109/icip55913.2025.11084565,A Retinex-Based Variational Model with A Nonlocal Gradient-Type Constraint for Low-Light Image Enhancement,2025,International Conference on Information Photonics,Daniel Torres; Catalina Sbert; Joan Duran,"[{""id"": ""2289882421"", ""name"": ""Daniel Torres"", ""source"": ""s2""}, {""id"": ""2289884726"", ""name"": ""Catalina Sbert"", ""source"": ""s2""}, {""id"": ""2289881176"", ""name"": ""Joan Duran"", ""source"": ""s2""}]"
f6a7b7fc4c728f7d4bf77dd1f9e4741b4e75d83b,10.1109/icip55913.2025.11084752,Detection of Screen Usage During Eating Events Among Preschool-Aged Children,2025,International Conference on Information Photonics,Tonmoy Ghosh; Md Billal Hossain; Steven J. Holiday; Matthew R. Cribbet; Susan White; Yu Gan; Edward Sazonov,"[{""id"": ""148197904"", ""name"": ""Tonmoy Ghosh"", ""source"": ""s2""}, {""id"": ""2302505667"", ""name"": ""Md Billal Hossain"", ""source"": ""s2""}, {""id"": ""2324055594"", ""name"": ""Steven J. Holiday"", ""source"": ""s2""}, {""id"": ""2377171877"", ""name"": ""Matthew R. Cribbet"", ""source"": ""s2""}, {""id"": ""2184506057"", ""name"": ""Susan White"", ""source"": ""s2""}, {""id"": ""2377064420"", ""name"": ""Yu Gan"", ""source"": ""s2""}, {""id"": ""2324055743"", ""name"": ""Edward Sazonov"", ""source"": ""s2""}]"
a0f82fa244978864bfaa1df22be9e33d1840e212,10.1007/s10586-025-05494-8,Illuminating the darkness: experimental review of cutting-edge deep learning techniques for low-light image enhancement,2025,Cluster Computing,Hufsa Khan; Muhammad Tahir Rasheed; Shengli Zhang,"[{""id"": ""2147395983"", ""name"": ""Hufsa Khan"", ""source"": ""s2""}, {""id"": ""2267912972"", ""name"": ""Muhammad Tahir Rasheed"", ""source"": ""s2""}, {""id"": ""2186282191"", ""name"": ""Shengli Zhang"", ""source"": ""s2""}]"
9b5f149b92be81504734d01d833d2a5e1c15543e,10.1007/s11263-025-02542-z,DI-Retinex: Digital-Imaging Retinex Model for Low-Light Image Enhancement,2025,International Journal of Computer Vision,Shangquan Sun; Wenqi Ren; Jingyang Peng; Fenglong Song; Xiaochun Cao,"[{""id"": ""2125119000"", ""name"": ""Shangquan Sun"", ""source"": ""s2""}, {""id"": ""2276950332"", ""name"": ""Wenqi Ren"", ""source"": ""s2""}, {""id"": ""2295120922"", ""name"": ""Jingyang Peng"", ""source"": ""s2""}, {""id"": ""2274326993"", ""name"": ""Fenglong Song"", ""source"": ""s2""}, {""id"": ""2265310728"", ""name"": ""Xiaochun Cao"", ""source"": ""s2""}]"
558dae93b44d3e5a6f17dfad45d0f4077423a0c2,10.1007/s11760-025-04514-9,Dual-stream noise suppression low-light image enhancement network based on Retinex theory,2025,"Signal, Image and Video Processing",Guang Han; Binming Zeng; Zifan Rui; Yaolong Hu; Xiaofan Yu,"[{""id"": ""2184044895"", ""name"": ""Guang Han"", ""source"": ""s2""}, {""id"": ""2379343244"", ""name"": ""Binming Zeng"", ""source"": ""s2""}, {""id"": ""2379383196"", ""name"": ""Zifan Rui"", ""source"": ""s2""}, {""id"": ""2380141326"", ""name"": ""Yaolong Hu"", ""source"": ""s2""}, {""id"": ""2396842211"", ""name"": ""Xiaofan Yu"", ""source"": ""s2""}]"
cedf25a44f27c15910f41cc203dcff42e198205d,10.1016/j.patcog.2025.112468,Anisotropic pth-order TV-based Retinex decomposition with adaptive reflectance regularizer for low-light image enhancement,2025,Pattern Recognition,Po-Wen Hsieh; Suh-Yuh Yang,"[{""id"": ""1974017"", ""name"": ""Po-Wen Hsieh"", ""source"": ""s2""}, {""id"": ""2547124"", ""name"": ""Suh-Yuh Yang"", ""source"": ""s2""}]"
0c06aea02a15be8a5d7b24de74a5f322141b0b4a,10.48550/arXiv.2509.01373,"Unsupervised Ultra-High-Resolution UAV Low-Light Image Enhancement: A Benchmark, Metric and Framework",2025,arXiv.org,Wei Lu; Lingyu Zhu; Sihao Chen,"[{""id"": ""2322593644"", ""name"": ""Wei Lu"", ""source"": ""s2""}, {""id"": ""2281724124"", ""name"": ""Lingyu Zhu"", ""source"": ""s2""}, {""id"": ""2301351160"", ""name"": ""Sihao Chen"", ""source"": ""s2""}]"
aa254d0f56473da507e04eda99abe6074add3387,10.1109/AI-SI66213.2025.11341233,Deep Neural Networks for Block-Level Video Enhancement: Transforming LR AVS to HR HEVC Video,2025,2025 International Conference on Artificial Intelligence for Sustainable Innovation (AI-SI),Mehmood Nawaz; M. Hamza; Muhammad Daud; Khadija Bibi; Muhammad A. A. Abdelgawad; Muhammad Shafique,"[{""id"": ""2322903403"", ""name"": ""Mehmood Nawaz"", ""source"": ""s2""}, {""id"": ""2260414880"", ""name"": ""M. Hamza"", ""source"": ""s2""}, {""id"": ""2341119606"", ""name"": ""Muhammad Daud"", ""source"": ""s2""}, {""id"": ""2265881614"", ""name"": ""Khadija Bibi"", ""source"": ""s2""}, {""id"": ""2287165902"", ""name"": ""Muhammad A. A. Abdelgawad"", ""source"": ""s2""}, {""id"": ""2227916275"", ""name"": ""Muhammad Shafique"", ""source"": ""s2""}]"
ed44fc476f5bed5b6c7e5b95ce8711283a47f1cb,10.1007/s00530-025-01935-x,An adaptive weight fusion low-light image enhancement based on HSV space,2025,Multimedia Systems,Kai Jiang; Baoju Zhang; Bo Zhang; Cuiping Zhang; Bohua Chu; Yameng Zhang; Mengqi Xue,"[{""id"": ""2332505245"", ""name"": ""Kai Jiang"", ""source"": ""s2""}, {""id"": ""2220183772"", ""name"": ""Baoju Zhang"", ""source"": ""s2""}, {""id"": ""2208122861"", ""name"": ""Bo Zhang"", ""source"": ""s2""}, {""id"": ""40531119"", ""name"": ""Cuiping Zhang"", ""source"": ""s2""}, {""id"": ""2368859316"", ""name"": ""Bohua Chu"", ""source"": ""s2""}, {""id"": ""2322610245"", ""name"": ""Yameng Zhang"", ""source"": ""s2""}, {""id"": ""2322554149"", ""name"": ""Mengqi Xue"", ""source"": ""s2""}]"
eb24d02a7a00ae6bcd0f55b05f6f399991e5c2fb,10.1007/s11554-025-01744-5,Zero-shot learning with depthwise separable convolution for low-light image enhancement using hybrid perceptual loss,2025,Journal of Real-Time Image Processing,Supriya Singh; Deepa Raj,"[{""id"": ""2319615098"", ""name"": ""Supriya Singh"", ""source"": ""s2""}, {""id"": ""2319471352"", ""name"": ""Deepa Raj"", ""source"": ""s2""}]"
a8fd06e37ce5081cefa0cf8d0c268c9e5b3a55ec,10.1145/3746027.3755351,DIME-Net: A Dual-Illumination Adaptive Enhancement Network Based on Retinex and Mixture-of-Experts,2025,ACM Multimedia,Ziang Wang; Xiaoqin Wang; Dingyi Wang; Qiang Li; Shushan Qiao,"[{""id"": ""2378243224"", ""name"": ""Ziang Wang"", ""source"": ""s2""}, {""id"": ""2289215538"", ""name"": ""Xiaoqin Wang"", ""source"": ""s2""}, {""id"": ""2145384996"", ""name"": ""Dingyi Wang"", ""source"": ""s2""}, {""id"": ""2338298932"", ""name"": ""Qiang Li"", ""source"": ""s2""}, {""id"": ""2139902800"", ""name"": ""Shushan Qiao"", ""source"": ""s2""}]"
4b8101c5284205dbc7be2afa5b8b18acebe111b3,10.1109/CVAA66438.2025.11193302,NP-YOLO: A Nighttime Pedestrian Detection Model for Video Surveillance,2025,"2025 5th International Conference on Computer Vision, Application and Algorithm (CVAA)",Zhipeng Huang; Weiming Liu,"[{""id"": ""2189696885"", ""name"": ""Zhipeng Huang"", ""source"": ""s2""}, {""id"": ""1454014370"", ""name"": ""Weiming Liu"", ""source"": ""s2""}]"
f7e92ba8101a4572f1f975b23eab723d23425c14,10.1016/j.engappai.2025.110867,Unsupervised detail and color restorer for Retinex-based low-light image enhancement,2025,Engineering applications of artificial intelligence,Yue Sun; Yutao Jin; Xiaoyan Chen; Yanbin Xu; Xiaoning Yan; Zefu Liu,"[{""id"": ""2308737330"", ""name"": ""Yue Sun"", ""source"": ""s2""}, {""id"": ""2308842803"", ""name"": ""Yutao Jin"", ""source"": ""s2""}, {""id"": ""2315445463"", ""name"": ""Xiaoyan Chen"", ""source"": ""s2""}, {""id"": ""2415871032"", ""name"": ""Yanbin Xu"", ""source"": ""s2""}, {""id"": ""2152614428"", ""name"": ""Xiaoning Yan"", ""source"": ""s2""}, {""id"": ""2224090559"", ""name"": ""Zefu Liu"", ""source"": ""s2""}]"
c269c28fe8dbf44c4784aff190a816ca1ba734dc,10.1016/j.neucom.2025.131174,TransDiff: Transformer-based diffusion model for low-light image enhancement,2025,Neurocomputing,Yonghua Zhang; Yujie Ding; Hongxuan Xie; Shuo Zhang; Hui Xu; Lvchen Cao; Ziqing Huang,"[{""id"": ""2210479199"", ""name"": ""Yonghua Zhang"", ""source"": ""s2""}, {""id"": ""2266136792"", ""name"": ""Yujie Ding"", ""source"": ""s2""}, {""id"": ""2387818911"", ""name"": ""Hongxuan Xie"", ""source"": ""s2""}, {""id"": ""2350998079"", ""name"": ""Shuo Zhang"", ""source"": ""s2""}, {""id"": ""2149189783"", ""name"": ""Hui Xu"", ""source"": ""s2""}, {""id"": ""2266359800"", ""name"": ""Lvchen Cao"", ""source"": ""s2""}, {""id"": ""2249123239"", ""name"": ""Ziqing Huang"", ""source"": ""s2""}]"
601020f3783235d43f1e2963f1a3bf72839be6bb,10.3390/s25165192,RICNET: Retinex-Inspired Illumination Curve Estimation for Low-Light Enhancement in Industrial Welding Scenes,2025,Italian National Conference on Sensors,Chenbo Shi; Xiangyu Zhang; Delin Wang; Changsheng Zhu; Aiping Liu; Chun Zhang; Xiaobing Feng,"[{""id"": ""2180146240"", ""name"": ""Chenbo Shi"", ""source"": ""s2""}, {""id"": ""2325689187"", ""name"": ""Xiangyu Zhang"", ""source"": ""s2""}, {""id"": ""2325613419"", ""name"": ""Delin Wang"", ""source"": ""s2""}, {""id"": ""2256797855"", ""name"": ""Changsheng Zhu"", ""source"": ""s2""}, {""id"": ""2374310747"", ""name"": ""Aiping Liu"", ""source"": ""s2""}, {""id"": ""2180426467"", ""name"": ""Chun Zhang"", ""source"": ""s2""}, {""id"": ""2348779279"", ""name"": ""Xiaobing Feng"", ""source"": ""s2""}]"
27f8c7910497f7cd6430ad6b32e72a351ebe5855,10.1016/j.cag.2025.104380,Multi-scale cascaded network with high-low frequency for low-light image enhancement,2025,Computers & graphics,Jianxing Wu; T. Ran; Wendong Xiao; Liang Yuan; Qing Tao,"[{""id"": ""2376831338"", ""name"": ""Jianxing Wu"", ""source"": ""s2""}, {""id"": ""2088932195"", ""name"": ""T. Ran"", ""source"": ""s2""}, {""id"": ""2093593356"", ""name"": ""Wendong Xiao"", ""source"": ""s2""}, {""id"": ""2089025639"", ""name"": ""Liang Yuan"", ""source"": ""s2""}, {""id"": ""2283776841"", ""name"": ""Qing Tao"", ""source"": ""s2""}]"
c144cf437977584f9988c9cd12d85ed7e539aa01,10.1007/s10489-025-06771-0,Memristive Bi-Path Wavelet Transformer for low-light image enhancement,2025,Applied intelligence (Boston),Dirui Xie; Qi Cheng; Yue Zhou; Xiaofang Hu,"[{""id"": ""2211254189"", ""name"": ""Dirui Xie"", ""source"": ""s2""}, {""id"": ""2314354404"", ""name"": ""Qi Cheng"", ""source"": ""s2""}, {""id"": ""2116451313"", ""name"": ""Yue Zhou"", ""source"": ""s2""}, {""id"": ""2289192561"", ""name"": ""Xiaofang Hu"", ""source"": ""s2""}]"
0cec670edc2b33461e7b3a14c4d100f3ab5c9550,10.1038/s41598-025-10779-4,Application of CycleGAN-based low-light image enhancement algorithm in foreign object detection on belt conveyors in underground mines,2025,Scientific Reports,Anxin Zhao; Qiuhong Zheng; Liang Li,"[{""id"": ""2224937951"", ""name"": ""Anxin Zhao"", ""source"": ""s2""}, {""id"": ""2374374920"", ""name"": ""Qiuhong Zheng"", ""source"": ""s2""}, {""id"": ""2311346846"", ""name"": ""Liang Li"", ""source"": ""s2""}]"
28a5a72dfd4651191c64f0d1534cd4176566919a,10.23919/CCC64809.2025.11178759,Wavelet State Space Model for Low-Light Image Enhancement,2025,Cybersecurity and Cyberforensics Conference,Zeyang Yu; Yi Fang; Qiang Ling,"[{""id"": ""2385115118"", ""name"": ""Zeyang Yu"", ""source"": ""s2""}, {""id"": ""2112786983"", ""name"": ""Yi Fang"", ""source"": ""s2""}, {""id"": ""2242936090"", ""name"": ""Qiang Ling"", ""source"": ""s2""}]"
